cancel_num,return_num,merchant_id,T1,T2,T4
0,3,8f53295a73878494e9bc8dd6c3c7104f,21218cca77804d2ba1922c33e0151105,482396065d599b2c1220b1b89bb40e82,c5ab6cebaca97f7171139e4d414ff5a6
11,13,d24ca82b65728d3135a636c10b367fa2,1f5069142727648138a54524b5beeb58,78aa9cdf7ccc43360c7b8d362a07d223,30d0da2f0929084d504baaec38fe28cd
22,40,2047faa23a3afb0518e063b768386764,1f5069142727648138a54524b5beeb58,4cef5b5e6ff1b3445db4c013f1d452e0,59ab3ba90ae4b4ab84fe69de7b8e3f5f
36,61,7238f09eded4ff476195b2c3e8fbe436,faefec47428cf9a2f0875ba9c2042a81,d372a8a4e6dca1c275507c2c171a4fed,3d387d2612f9027154ed3b99a7427da1
5,10,9301cb784fa8d1f29d1125c71184ab94,21218cca77804d2ba1922c33e0151105,597073e68fcefaa6bdf39ca6b399c28c,92e6e39aa562727fa1f68d0f48649be8
21,21,93f97410020f1aeb261aa376df54f44d,9df81829c4ebc9c427b9afe0438dce5a,1a4f44ed6b4af67129c6c0b1564a2120,dcd9d88bc4e54d6aaaec310696f34b16
0,3,9379824b37bdf1d40d517e0a8e4ea024,faefec47428cf9a2f0875ba9c2042a81,82a63fb49f8446135f2f5f38b02bfbfd,36f3776e5d1d89eed81547772a9d6a4f
9,5,6512943977de3daab2f86f70dff08061,f702defbc67edb455949f46babab0c18,98a361c41dd6204d4ac5952d215a4157,536e03bc7e3df1cfeaab8944f0823a30
1,18,365e0c4ae46e73e9e0ecdfa4e158d3a5,faefec47428cf9a2f0875ba9c2042a81,82a63fb49f8446135f2f5f38b02bfbfd,3aed873670ec4df5ec69019f310a2d19
